1Mc	4:14	And they joined battle, and the Gentiles were routed, and fled into the plain.
1Mc	4:15	But all the hindmost fell by the sword, and they pursued them to Gazara, and even to the plains of Idumea, and of Azotus, and of Jamnia: and there fell of them to the number of three thousand men.
1Mc	4:16	And Judas returned again with his army that followed him.
1Mc	4:17	And he said to the people: Be not greedy for the spoils; for there is war before us,
1Mc	4:18	and Gorgias and his army are near us in the mountain: but stand ye now against our enemies, and overthrow them, and you shall take the spoils afterwards with safety.
1Mc	4:19	And as Judas was speaking these words, behold part of them appeared looking down from the mountain.
1Mc	4:20	And Gorgias saw that his men were put to flight, and that they had set fire to the camp; for the smoke that was seen declared what had happened.
1Mc	4:21	And when they had seen these things, they were seized with great fear, seeing at the same time Judas and his army in the plain ready to fight.
1Mc	4:22	And they all fled away into the land of the strangers.
1Mc	4:23	And Judas returned to take the spoils of the camp, and they got much gold, and silver, and blue silk, and purple of the sea, and great riches.
1Mc	4:24	And returning home, they sang a hymn, and blessed God in heaven, because he is good, because his mercy endureth for ever.
1Mc	4:25	And there was a great deliverance in Israel that day.
1Mc	4:26	And such of the strangers as escaped went and told Lysias all that had happened.
1Mc	4:27	And when he heard these things, he was amazed and discouraged, because things had not turned out in Israel as he wished, and as the king had commanded.
1Mc	4:28	And the year following Lysias gathered together threescore thousand chosen men, and five thousand horsemen, that he might subdue them.
1Mc	4:29	And they came into Judea, and pitched their camp in Bethsura, and Judas met them with ten thousand men.
1Mc	4:30	And he saw their army was strong, and he prayed and said: Blessed art thou, O Saviour of Israel, who didst break the violence of the mighty one by the hand of thy servant David, and didst deliver the camp of the strangers into the hands of Jonathan the son of Saul, and of his armourbearer.
1Mc	4:31	Shut up this army in the hands of thy people Israel, and let them be confounded in their host and their horsemen.
1Mc	4:32	Strike them with fear, and cause the boldness of their strength to languish, and let them quake at their own destruction.
1Mc	4:33	Cast them down with the sword of them that love thee, and let all that know thy name praise thee with hymns.
1Mc	4:34	And they joined battle: and there fell of the army of Lysias about five thousand men.
1Mc	5:1	"And it came to pass, when the Gentiles round about heard that the altar and the sanctuary had been built up as before, they were very angry." — Here begins chapter 5, in which Judas defeats the Ammonites, Moabites, and Idumeans, then through his brother Simon brings aid to the Galileans, and through himself to the Galaadites, and at v. 28 captures Bosor, and at v. 35 Maspha and other cities of Galaaditis. Then at v. 37 he defeats Timotheus in open battle, and at v. 46 captures Ephron; but at v. 56 Joseph and Azarias, rivals of Judas, are defeated.
1Mc	5:2	"And they thought to destroy the race of Jacob that was among them, and they began to kill some of the people and to persecute them." — The Gentiles who dwelt among the Jews, or near them, began to persecute and slay the Israelites living in their territories, lest they should join with Judas and turn against them.
1Mc	5:3	"Then Judas fought against the children of Esau in Idumea, at Acrabathane, because they besieged Israel; and he smote them with a great slaughter." — Acrabathane, or Acrabattine, was a region on the southern border of Judea toward Idumea. The children of Esau are the Idumeans, descendants of Esau, who were perpetual enemies of Israel.
1Mc	5:4	"And he remembered the malice of the children of Bean, who had been a snare and a stumbling-block to the people, lying in wait for them in the way." — The children of Bean, or Baean, were a tribe of Arabs or mixed people who infested the roads and ambushed travelers from among the Israelites, betraying them to their enemies.
1Mc	5:5	"And they were shut up by him in towers, and he encamped against them, and devoted them to destruction, and burned their towers with fire and all that were in them." — Judas surrounded them in their strongholds, besieged them, and pronounced them anathema, that is, devoted them to utter destruction according to the law of holy war (Deut. 13:15), burning both the towers and their inhabitants.
1Mc	5:6	"And he passed over to the children of Ammon, and he found a strong army and much people, and Timotheus was their captain." — The Ammonites, dwelling beyond the Jordan, had assembled a great force under their general Timotheus to resist Judas.
1Mc	5:7	"And he fought many battles with them, and they were discomfited in their sight, and he smote them." — Judas engaged them in many engagements and broke their power repeatedly, defeating Timotheus and his host.
1Mc	5:8	"And he took the city of Gazer and its villages, and returned into Judea." — Having conquered the Ammonite territory and taken Gazer (Jazer) with its dependent towns, Judas returned to Judea. Josephus confirms this account in his Antiquities.
1Mc	5:9	"And the Gentiles that were in Galaad gathered themselves together against the Israelites that were in their territories, to destroy them; and they fled to the fortress of Datheman." — The Israelites dwelling in Galaaditis, i.e., the region of Gilead beyond the Jordan, were surrounded by hostile Gentiles and took refuge in the stronghold of Datheman.
1Mc	5:10	"And they sent letters to Judas and his brethren, saying: The Gentiles that are around us are gathered together against us to destroy us." — The besieged Israelites of Gilead sent urgent messengers to Judas imploring his help.
1Mc	5:11	"And they are prepared to come and take the fortress into which we have fled, and Timotheus is the captain of their host." — The same Timotheus whom Judas had defeated among the Ammonites had now assembled a fresh army and was leading it against the Jewish refugees in Galaaditis.
1Mc	5:12	"Now therefore come and deliver us out of their hands, for many of us have fallen." — The letter expresses the desperate condition of the besieged, who had already suffered heavy losses.
1Mc	5:13	"And all our brethren that were in the places of Tubin are killed, and they have carried away their wives and their children captives, and their spoils, and they have slain there about a thousand men." — Tubin (Tob) was a district of Galaaditis. The Gentiles had massacred approximately a thousand Jewish men there and taken the women and children captive.
1Mc	5:14	"As these letters were yet reading, behold other messengers came from Galilee with their garments rent, bringing the like tidings." — Even while the letter from Galaaditis was being read, fresh messengers arrived from Galilee with torn garments — a sign of mourning and distress (cf. Gen. 37:29; 2 Kings 18:37) — reporting similar persecution.
1Mc	5:15	"Saying that they of Ptolemais, and of Tyre, and of Sidon, were assembled against them, and that all Galilee is filled with strangers, to consume us." — The Jews of Galilee were threatened by the Gentile populations of the great Phoenician coastal cities of Ptolemais (Acre), Tyre, and Sidon, who together with the pagan inhabitants of Galilee sought to annihilate them.
1Mc	5:16	"Now when Judas and the people heard these words, a great assembly met together to consider what they should do for their brethren that were in trouble, and were attacked by them." — A solemn assembly (Ecclesia magna) was convened, corresponding to a deliberative council of war, to determine how best to aid their beleaguered brethren simultaneously threatened in two different regions.
1Mc	5:17	"And Judas said to Simon his brother: Choose thee men, and go, and deliver thy brethren in Galilee; and I and my brother Jonathan will go into the country of Galaad." — Judas wisely divided his forces, sending Simon with a detachment to Galilee while he himself led the main force to the more dangerous theater of Galaaditis.
1Mc	5:18	"And he left Joseph the son of Zacharias, and Azarias, captains of the people, with the remnant of the army in Judea to keep it." — Judas left two subordinate commanders with a garrison force to defend Judea in his absence, entrusting its protection to them.
1Mc	5:19	"And he commanded them, saying: Take charge of this people, and do not engage in battle against the Gentiles till we return." — Judas gave strict orders to Joseph and Azarias not to initiate any offensive operations against the surrounding nations until his return, wishing to avoid rash engagements while the main forces were absent.
1Mc	5:20	"And there were given to Simon three thousand men to go into Galilee; and to Judas eight thousand men for Galaaditis." — The forces were distributed proportionally: three thousand to Simon for the Galilean campaign, and eight thousand to Judas for the more formidable expedition into Galaaditis.
1Mc	5:21	"And Simon went into Galilee, and fought many battles with the Gentiles, and the Gentiles were discomfited before his face, and he pursued them even to the gate of Ptolemais." — Simon pressed the enemy all the way to the walls of the great fortified city of Ptolemais (modern Acre), demonstrating the completeness of his victory.
1Mc	5:22	"And there fell of the Gentiles almost three thousand men, and he took the spoils of them." — Simon's campaign in Galilee resulted in the slaughter of nearly three thousand Gentile soldiers and the seizure of their plunder.
1Mc	5:23	"And he took with him those that were in Galilee and in Arbatis, with their wives and children, and all that they had, and he brought them into Judea with great joy." — Simon's primary mission was not conquest but the rescue of the Jewish population of Galilee and the district of Arbatis. He evacuated them with all their families and possessions to the safety of Judea, in fulfillment of his brother's command.
1Mc	5:24	"And Judas Machabaeus and Jonathan his brother passed over the Jordan, and went three days' journey through the desert." — To reach Galaaditis, Judas and Jonathan crossed the Jordan River and then traversed three days' journey through the wilderness, indicating the arduous nature of the expedition.
1Mc	5:25	"And the Nabutheans met them, and received them peacefully, and told them all that had happened to their brethren in Galaaditis." — The Nabataeans, an Arab people dwelling in the region, welcomed Judas and Jonathan in peace and served as informants, reporting the full details of the persecution of the Jews in Gilead.
1Mc	5:26	"And that many of them were shut up in Barasa, and Bosor, and Alimis, and Casphor, and Mageth, and Carnaim; all these strong and great cities." — The Jewish captives and refugees were confined in six fortified cities of Galaaditis: Barasa, Bosor, Alimis (Alema), Casphor, Mageth, and Carnaim (Carnion). All were large, well-fortified places.
1Mc	5:27	"And in the other cities of Galaaditis they are held prisoners, and they have appointed to bring their army on the morrow against those cities, and to take and destroy them all in one day." — The Gentiles had planned a coordinated simultaneous attack on all these cities the following day, intending to annihilate all the Jewish inhabitants at once.
1Mc	5:28	"And Judas turned, and his army, by the way of the desert of Bosor suddenly, and took the city; and he slew every male by the edge of the sword, and took all their spoils, and burned it with fire." — Judas made a sudden and unexpected night march through the wilderness toward Bosor (Bozrah), arriving before its defenders could prepare, and captured it by assault. Every male was put to the sword in accordance with the custom of holy war, the spoils were seized, and the city was burned.
1Mc	5:29	"And they arose from thence by night, and went till they came to the fortress." — After sacking Bosor, the army set out immediately by night without rest, marching to relieve the besieged fortress of Datheman where their brethren were trapped.
1Mc	5:30	"And it came to pass that when it was morning, and they lifted up their eyes, behold there was much people, whose number could not be counted, carrying ladders and engines, to take the fortress, and assail them." — At dawn Judas and his men beheld an immense besieging army equipped with scaling ladders and siege engines, already assaulting the fortress where the Israelites had taken refuge.
1Mc	5:31	"And Judas saw that the battle was begun, and that the cry of the battle went up to heaven like a trumpet, and a great cry out of the city." — The battle had already been joined; the tumult of the assault rose to heaven like the sound of a trumpet, and the cries of the defenders within the city showed their desperate situation.
1Mc	5:32	"And he said to his army: Fight ye today for your brethren." — With this brief and stirring exhortation Judas roused his men to battle on behalf of their besieged countrymen, appealing to the bond of brotherhood and the justice of their cause.
1Mc	5:33	"And he came with three companies behind them, and they sounded their trumpets, and cried out in prayer." — Judas attacked the besieging army from the rear with three battle-formations. The simultaneous blowing of trumpets and raising of prayer combined military tactics with religious confidence, recalling the practice of the Israelite armies of old (cf. Num. 10:9). # GEM
1Mc	5:34	"And the camp of Timotheus knew that it was Machabaeus, and they fled before his face; and he smote them with a great slaughter; and there fell of them in that day almost eight thousand men." — The very name of Machabaeus struck terror into the enemy. Recognizing Judas, the army of Timotheus fled in panic, and eight thousand were slain — a remarkable testimony to the reputation Judas had already acquired among his enemies.
1Mc	5:35	"And Judas turned aside to Maspha, and assaulted and took it; and he slew every male thereof, and took the spoils thereof, and burnt it with fire." — After the great victory, Judas pressed on to Maspha (Mizpah of Gilead), another fortified city holding Jewish captives, which he stormed and destroyed with the same thoroughness as Bosor.
1Mc	5:36	"From thence he marched forward, and took Casbon, and Mageth, and Bosor, and the rest of the cities of Galaaditis." — Judas continued his campaign systematically through Galaaditis, capturing in rapid succession Casbon, Mageth, Bosor (perhaps a different Bosor from the one already taken), and the remaining cities of the region, liberating the Jewish communities held captive in each.
1Mc	5:37	"Now after these things Timotheus gathered another army, and pitched his camp over against Raphon, beyond the torrent." — Having regrouped after his earlier defeats, Timotheus assembled a fresh army and encamped beyond a stream opposite the city of Raphon, preparing for another confrontation with Judas.
1Mc	5:38	"And Judas sent men to view the army; and they brought him word, saying:" — Judas, acting with characteristic prudence, sent out scouts to reconnoiter the enemy's strength and dispositions before committing his forces to battle.
1Mc	13:1	Eleazar, he says, by striking an elephant in battle laid it low; but he fell beneath the very beast he destroyed. Whom therefore does he signify, whom his own victory crushed, if not those who overcome vices, but succumb through pride beneath the very things they subdue? For he dies as though beneath the enemy he prostrates, who is elated by the fault he overcomes. # GEM
1Mc	13:2	And seeing (Judas and the Jews) the power of the king, that is, the army of the king so strong and numerous that they themselves, being few, could not overthrow it, by prudent counsel they withdrew for a time from them, and went to besiege the citadel on mount Sion which had been occupied by the Antiochians. Likewise the king, terrified by so many of his men slain by Judas, withdrew himself, and did not dare to pursue Judas as he departed, but besieged Bethsura.
1Mc	13:3	Note: In these books, by "power" (virtutem) is understood a strong army; for this is what the Greek word signifies.
1Mc	13:49	And he made peace with those who were in Bethsura, with a compact that he would allow those dying of hunger to go out and seek food, while he himself would occupy Bethsura: because it was the sabbath of the land, that is, because it was the seventh, or sabbatical year, in which it was lawful neither to sow nor to reap, but rest had to be given to the land according to the law of Exodus 23. By similar reasoning Herod took Jerusalem by famine in the sabbatical year, as Josephus relates, book 14, chapter 28.
1Mc	13:51	And he (king Antiochus Eupator) turned the camp toward the place of sanctification, that is, toward the temple and the citadel which Judas had erected beside it for its protection.
1Mc	8:28	And to those giving aid no wheat, arms, money, ships shall be given, as it seemed good to the Romans; and they shall keep their commandments without deceit.
1Mc	8:29	According to these words the Romans made a covenant with the people of the Jews.
1Mc	8:30	But if after these words either party shall wish to add or take away anything from these things, they shall do so according to their own purpose; and whatsoever they shall add or take away shall be ratified.
1Mc	8:31	Moreover, concerning the evils which king Demetrius did against them, we have written to him saying: Why hast thou made thy yoke heavy upon our friends and allies the Jews?
1Mc	8:32	If therefore they come to us again against thee, we will do them justice and fight against thee by sea and by land.
1Mc	8:1	[And Judas heard the fame (of the warlike strength and political virtues) of the Romans.] Note: The word 'heard' signifies that the heroic deeds of the Romans, which are narrated below, were brought to the ears of Judas and the Jews by hearing and report; from this, however, it does not follow that all those things are true. For report is often greater than the truth, and augments a matter beyond the truth, or distorts it, while each person adds something of his own to the report or takes away from it, as we experience daily not only in the narrations of hearers but also of eyewitnesses. This could be answered to the innovators who expunge 1 Maccabees from the canon, objecting that the author here attributes greater things to the Romans than Livy, Florus, Diodorus, and Plutarch attribute to them. So Serarius, Salianus, Sanchez and others. But if the individual things said about them here are closely examined, nothing is to be found which can be charged with falsehood or which cannot rightly be reconciled with the secular historians, as I shall show point by point. Thus in the Gospels many things are said by the Jews about Christ, such as that he was a Samaritan, a wine-drinker, possessed by a demon, which were most false; but that the Jews said these things is most true, and this alone is what Scripture intends, as St. Augustine teaches, Quaest. 6 ad Orosium.
1Mc	8:2	[And they heard (Judas and the Jews) their battles AND GOOD VIRTUES,] in Greek ἀνδραγαθίαι, that is, manly deeds, acts of prowess, things bravely accomplished, acts of fortitude, illustrious exploits; for ἀνδραγαθέω means the same as to act manfully, to conduct myself as a man, to act bravely, to show myself a brave and good man.
1Mc	8:3	[And what great things they did in the region of Spain (subjugating it through many long wars); AND THAT THEY BROUGHT INTO THEIR POWER THE MINES OF SILVER AND GOLD WHICH ARE THERE,] for that there were most productive mines of gold and silver in Spain at that time is attested by Pliny, Strabo, and others. That silver mines still exist there is attested by Mariana and other chroniclers and historians. See Pineda, book 4, de rebus Salomonis, ch. 11, n. 6.
1Mc	8:4	[And places which were very far from them (both in Asia and in Africa, and especially Carthage the rival of Rome, etc.) they crushed.] For the wars of Rome with Hannibal and the Carthaginians conducted by Q. Fabius Maximus and P. Scipio Africanus were waged at this time, wherefore Josephus explains this verse concerning them.
1Mc	8:5	[And Philip, and (his illegitimate son) Perseus (whom Livy and others call Perseus)]
1Mc	9:27	"And there was great tribulation in Israel, such as had not been since the day that a prophet was not seen in Israel." — Note that this tribulation was so great that it is compared to the time when prophecy ceased in Israel, namely after Malachi, the last of the prophets. For the Jews reckoned it among the greatest calamities that they were deprived of prophets, who were their guides, consolers, and defenders. So Theodoret and others note here.
1Mc	9:28	"And all the friends of Judas assembled together, and said to Jonathan:"
1Mc	9:29	"Since thy brother Judas died, there is not a man like him to go forth against our enemies, Bacchides, and them that are enemies of our nation."
1Mc	9:30	"Now therefore we have chosen thee this day to be our prince and leader in his stead, to fight our battles."
1Mc	9:31	"And Jonathan took upon him the government at that time, and rose up in the place of Judas his brother."
1Mc	9:32	"And Bacchides had knowledge of it, and sought to kill him."
1Mc	9:33	"And Jonathan, and Simon his brother, and all that were with him, knew it: and they fled into the desert of Thecua, and they sat down by the water of the lake Asphar."
1Mc	9:34	"And Bacchides understood it, and he came himself with all his army over the Jordan on the sabbath day."
1Mc	9:35	"And Jonathan sent his brother, a leader of the people, and besought the Nabutheans his friends, to lend them their equipage, which was plentiful."
1Mc	9:36	"And the children of Jambri came out of Madaba, and took John, and all that he had, and went away with them."
1Mc	9:37	"After this it was told Jonathan and Simon his brother, that the children of Jambri made a great wedding, and were bringing the bride out of Madaba, the daughter of one of the great princes of Chanaan, with great pomp."
1Mc	9:38	"And they remembered the blood of John their brother: and they went up, and hid themselves under the covert of the mountain."
1Mc	9:39	"And they lifted up their eyes, and looked: and behold a tumult, and great preparation: and the bridegroom came forth, and his friends and his brethren, to meet them with timbrels, and musical instruments, and many weapons."
1Mc	9:40	"And they rose up against them from the place where they lay in ambush, and slew them, and many fell down slain, and the rest fled into the mountains, and they took all their spoils:"
1Mc	9:41	"And the wedding was turned into mourning, and the voice of their musical instruments into lamentation."
1Mc	9:42	"And they took revenge for the blood of their brother: and they returned to the bank of the Jordan."
1Mc	9:43	"And Bacchides heard it, and he came on the sabbath day to the bank of the Jordan with a great power."
1Mc	9:44	"And Jonathan said to his company: Let us arise and fight against our enemies: for it is not now as yesterday and the day before."
1Mc	9:45	"For behold the battle is before us, and the water of the Jordan on this side and on that side, and banks, and marshes, and woods: and there is no place for us to turn aside."
1Mc	9:46	"Now therefore cry ye to heaven, that ye may be delivered from the hand of your enemies. And they joined battle."
1Mc	9:47	"And Jonathan stretched forth his hand to strike Bacchides, but he turned away from him backwards."
1Mc	9:48	"And Jonathan and they that were with him leaped into the Jordan, and swam over the Jordan to them."
1Mc	9:49	"And there fell of Bacchides' side that day a thousand men: and they returned to Jerusalem."
1Mc	9:50	"And they built strong cities in Judea, the fortress that was in Jericho, and in Ammaum, and in Bethoron, and in Bethel, and in Thamnata, and Phara, and Thopo, with high walls and gates, and bars."
1Mc	9:51	"And he placed garrisons in them, that they might make war upon Israel."
1Mc	9:52	"And he fortified the city of Bethsura, and Gazara, and the castle, and set garrisons in them, and provision of victuals."
1Mc	9:53	"And he took the sons of the chief men of the country for hostages, and put them in the castle in Jerusalem in custody."
1Mc	9:54	"Now in the year one hundred and fifty-three, in the second month, Alcimus commanded the walls of the inner court of the sanctuary to be thrown down, and the works of the prophets to be destroyed: and he began to destroy." — That is, he commanded the wall of the inner court to be demolished, which the prophets, or as some say, Haggai and Zechariah, had built after the return from Babylon. By this act Alcimus showed himself an enemy of religion, wishing to abolish the separation between Jews and Gentiles, and to open the sanctuary to all indiscriminately.
1Mc	9:55	"At that time Alcimus was struck: and his works were hindered, and his mouth was stopped, and he was taken with a palsy, so that he could no more speak a word, nor give order concerning his house."
1Mc	9:56	"And Alcimus died at that time in great torment." — A manifest judgment of God upon the sacrilegious destroyer of the holy place. So God punishes with swift vengeance those who lay hands upon sacred things. # GEM
1Mc	9:57	"And Bacchides saw that Alcimus was dead: and he returned to the king, and the land was quiet for two years."
1Mc	9:58	"And all the wicked held a consultation, saying: Behold Jonathan, and they that are with him, dwell at ease and confidently: now therefore let us bring Bacchides hither, and he shall take them all in one night."
1Mc	9:59	"And they went and gave him counsel."
1Mc	9:60	"And he arose to come with a great army: and he sent secretly letters to his confederates that were in Judea, to seize upon Jonathan and them that were with him: but they could not, for their design was known to them."
1Mc	9:61	"And he apprehended of the men of the country, that were the chief authors of the mischief, fifty men, and he slew them."
1Mc	9:62	"And Jonathan and Simon, and they that were with him, retired into Bethbessen, which is in the desert: and he repaired the breaches thereof, and they made it strong."
1Mc	9:63	"And Bacchides knew it, and he gathered together all his multitude: and sent word to them that were of Judea."
1Mc	9:64	"And he came and camped above Bethbessen, and fought against it many days, and made engines of war."
1Mc	9:65	"And Jonathan left Simon his brother in the city, and went forth into the country, and came with a number of men:"
1Mc	9:66	"And he struck Odaren and his brethren, and the children of Phaseron in their tents, and he began to slay and to increase in forces."
1Mc	9:67	"But Simon and they that were with him, sallied out of the city, and burnt the engines of war,"
1Mc	9:68	"And fought against Bacchides, and he was discomfited by them, and they afflicted him exceedingly." — Jonathan by his bold leadership, attacking the enemy from without while Simon pressed them from within the city, threw Bacchides into confusion and great distress.
1Mc	10:2	And King Demetrius heard of it, and gathered a very large army, and went out to meet him in battle.
1Mc	10:3	And Demetrius sent a letter to Jonathan with words of peace, that he might magnify him.
1Mc	10:4	For he said: Let us be beforehand in making peace with him, before he makes peace with Alexander against us.
1Mc	10:5	For he will remember all the evils that we have done against him, and against his brother, and against his nation.
1Mc	10:6	And he gave him authority to gather an army, and to make weapons, and to be his ally; and he ordered that the hostages who were in the citadel should be delivered to him.
1Mc	10:7	And Jonathan came to Jerusalem, and read the letters in the hearing of all the people, and of those who were in the citadel.
1Mc	10:8	And they were seized with great fear, because they heard that the king had given him authority to gather an army.
1Mc	10:9	And the hostages were delivered to Jonathan, and he restored them to their parents.
1Mc	10:10	And Jonathan dwelt in Jerusalem, and began to build and restore the city.
1Mc	10:11	And he directed those who were doing the work to build the walls and to surround Mount Sion with hewn stones for fortification; and they did so.
1Mc	10:12	And the foreigners who were in the strongholds that Bacchides had built fled away,
1Mc	10:13	and each one left his place and departed to his own land;
1Mc	10:14	only in Bethsura did some of those remain who had forsaken the law and the commandments of God; for this place served as a refuge for them.
1Mc	10:15	And King Alexander heard of the promises which Demetrius had made to Jonathan; and they told him of the battles and the valiant deeds which he and his brothers had performed, and of the labors which they had endured.
1Mc	10:16	And he said: Shall we find such another man? And now we will make him our friend and ally.
1Mc	10:17	And he wrote a letter and sent it to him according to these words, saying:
1Mc	10:18	King Alexander to his brother Jonathan, greeting.
1Mc	10:19	We have heard of you, that you are a man mighty in strength, and worthy to be our friend.
1Mc	10:20	And now we appoint you this day to be high priest of your nation, and to be called the King's Friend (and he sent him a purple robe and a crown of gold), that you may take our part and maintain friendship with us.
1Mc	10:21	And Jonathan put on the holy vestment in the seventh month of the year one hundred and sixtieth, on the feast day of Tabernacles; and he gathered an army and made many weapons.
1Mc	10:22	And Demetrius heard these words and was greatly grieved, and said:
1Mc	10:23	What have we done, that Alexander has forestalled us in gaining the friendship of the Jews to strengthen himself?
1Mc	10:24	I also will write to them words of supplication, and offer dignities and gifts, that they may be with me in aid.
1Mc	10:25	And he wrote to them in these words: King Demetrius to the nation of the Jews, greeting.
1Mc	10:26	Since you have kept your covenant with us, and remained in our friendship, and have not gone over to our enemies, we have heard of it and rejoiced.
1Mc	10:27	And now continue still to keep faith with us, and we will repay you with good things in return for what you have done for us;
1Mc	10:28	and we will grant you many remissions, and give you gifts.
1Mc	10:29	And now I free you and all the Jews from tributes, and I remit the price of salt, and I remit the crowns, and the third part of the grain
1Mc	14:2	"And Arsaces king of Persia and Media heard" — Justin, Appian, and others call this Arsaces king of the Parthians, but the Parthians at that time ruled over Persia and Media. Orosius, book 6, chapter 4, calls this Arsaces by his proper name Mithridates, and makes him the sixth from the first Arsaces, the founder of the Parthian kingdom; for the name Arsaces was common to the kings of the Parthians, as Justin attests in book 41, who calls this Arsaces the third, with the proper name Pompatius or Priapatius, whose two sons Mithridates and Phraates afterwards both reigned among the Parthians. Now Demetrius, having been expelled from the kingdom of Syria by Tryphon, wandering through neighboring regions and seeking aid from all sides, was invited by the Greeks and Macedonians dwelling in those parts to make war on Arsaces, with great promises of assistance. Demetrius did this, and engaging with Arsaces defeated him once and then again; but at last being himself defeated and captured he came alive into the hands of Arsaces. Hear Justin, book 36, at the beginning: "The peoples of the East did not unwillingly behold the coming of Demetrius, both on account of the cruelty of Arsaces king of the Parthians, and because, accustomed to the old Macedonian empire, they bore the arrogance of this new people with indignation. And so, being aided by the auxiliaries of the Persians, Elymaeans, and Bactrians, he routed the Parthians in many battles. At last, however, deceived by a pretense of peace, he was captured, and led through the mouths of the cities, was displayed in mockery of his former favor to the peoples who had revolted. Then sent into Hyrcania, he was treated kindly and in accordance with the dignity of his former fortune."
1Mc	14:3	"And he put him in custody." — Demetrius having been defeated, bound, and imprisoned by Arsaces, Cleopatra, daughter of Ptolemy Philometor and wife of the now-captive Demetrius, summoned his brother Antiochus Sidetes to Seleucia, and offered him his brother's kingdom together with her own hand in marriage. Demetrius, having been freed from prison and returning to Syria with his forces, despoiled his brother Sidetes of both his kingdom and his life, as Josephus, Justin, Appian, and others attest; but of Sidetes we shall speak again at chapter 15.
1Mc	14:4	"And all the land was quiet" (that is, Judaea and the neighboring regions of Syria and Asia) "all the days of Simon," on account of his prudent, gentle, and strong governance, such that no one dared to attack him. Wherefore from this point on the wonderful praises and deeds of Simon are recounted.
1Mc	14:6	"And with all his glory he took Joppa for a harbour" — that is to say, Simon won great glory for himself and for all Israel, and likewise advantage and wealth, when he stormed Joppa and there established a harbour from which he might send ships to the neighboring islands, indeed throughout the whole sea, to bring in and carry out merchandise of every kind. For the harbour of Joppa is the most convenient of all Judaea; whence it endures even to this day, and accordingly all who go to Jerusalem first put in at Joppa, which is now called Jaffa. Moreover, cities through a convenient harbour become most wealthy for merchants and merchandise, as is evident in Antwerp, Venice, Lisbon, etc.
1Mc	14:7	"And he gathered much captivity" — that is to say, Simon led away many captives from the enemy; but many Jews who had been captured by enemies he freed from captivity.
1Mc	14:9	"The young men put on glory" — that is, they wore glorious and costly garments, as though victors triumphing over their enemies, and so they put on robes of war.
1Mc	14:26	He himself restored his brothers, and drove out the enemies of Israel from them, and they established liberty for him, and described it on bronze tablets, and placed them on pillars on Mount Sion.
1Mc	14:27	"And this is the copy of the writing: On the eighteenth day of the month Elul, in the year one hundred and seventy-two, the third year under Simon the great priest, in Asaramel" — that is, in a great assembly of priests and people and princes of the nation and elders of the region, these things were made known: Because battles have frequently been fought in our region.
1Mc	14:29	"But Simon the son of Mattathias, of the sons of Jarib, and his brothers gave themselves to danger, and withstood the adversaries of their nation, that their holy places and the law might stand; and they glorified their nation with great glory."
1Mc	14:30	"And Jonathan gathered their nation together, and became their high priest, and was gathered to his people."
1Mc	14:31	"And their enemies wished to tread down and destroy their region, and to stretch forth their hands against their holy things."
1Mc	14:32	"Then Simon resisted, and fought for his nation, and laid out much money, and armed the valiant men of his nation, and gave them wages."
1Mc	14:33	"And he fortified the cities of Judaea, and Bethsura which was on the borders of Judaea, where the armour of the enemies had been before, and he placed there a garrison of Jewish men."
1Mc	14:34	"And he fortified Joppa, which was by the sea, and Gazara, which is on the borders of Azotus, wherein the enemies dwelt before, and he placed Jews there; and whatsoever things were needful for the reformation of these he put in them."
1Mc	14:35	"And the people seeing the acts of Simon, and the glory which he intended to bring to his nation, made him their leader and prince of the priests, because he had done all these things, and for the justice and faith which he kept to his nation, and because he sought by all means to advance his people."
1Mc	14:36	"And in his days things prospered in his hands, so that the heathens were taken away out of their country, and they also that were in the city of David in Jerusalem in the castle, out of which they issued and profaned all things round about the sanctuary, and did much evil to its purity."
1Mc	14:37	"And he placed Jews there for the defence of the country and the city, and he raised the walls of Jerusalem."
1Mc	14:38	"And king Demetrius confirmed him in the high priesthood."
1Mc	14:39	"According to these things he made him his friend, and glorified him with great glory."
1Mc	14:40	"For he had heard that the Romans had called the Jews their friends and confederates and brethren, and that they had received Simon's ambassadors with honour."
1Mc	14:41	"And that the Jews and their priests had consented that he should be their prince and high priest for ever, till a faithful prophet should arise."
1Mc	14:42	"And that he should be captain over them, and that he should have charge of the sanctuary, and that he should appoint rulers over their works, and over the country, and over the armour, and over the garrisons."
1Mc	14:43	"And that he should have care of the holy things, and that he should be obeyed by all, and that all the writings in the country should be made in his name, and that he should be clothed with purple and gold."
1Mc	14:44	"And that it should not be lawful for any of the people or of the priests to disannul any of these things, or to gainsay his words, or to call together an assembly in the country without him, or to be clothed with purple, or to wear a golden buckle."
1Mc	14:45	"And whosoever shall do otherwise, or shall make void any of these things, shall be liable to punishment. And it pleased all the people to ordain for Simon, and to do according to these words."
1Mc	14:47	"And Simon accepted hereof, and was well pleased to execute the office of the high priesthood, and to be captain and prince of the nation of the Jews and of the priests, and to be chief over all."
1Mc	14:48	"And they said that this writing should be put on tables of brass, and that they should be set up in the circuit of the sanctuary, in a notable place."
1Mc	14:49	"And that a copy thereof should be put in the treasury, that Simon and his sons might have it."
