book	chapter	verse	latin_incipit	english_translation
Eccl	4	17	Custodi pedem tuum ingrediens domum Dei	Lapide explains that obedience is better than the sacrifices of fools. "Guard your foot" means approach God's house with modesty, purity, and reverence, restraining eyes, ears, and mind from profane distractions. Under the foot he understands by synecdoche the whole body and soul. He notes the ancient custom of removing shoes in sacred places (Moses at the burning bush, Roman Flamines), and transitions from the vanity of kingdoms to the truth of divine worship.
Eccl	5	0	Pergit dare praecepta de modo orandi	Synopsis of chapter 5: Lapide notes Solomon continues giving precepts on prayer and worship of God under three heads: first, do not rashly pour out many words before God; second, do not rashly make vows but prudently, and fulfill them; third, revere God's providence even when the poor are oppressed and justice is overthrown. Then from verse 9 he turns to the vanity of avarice — that it never satisfies, and that the miser often heaps up wealth to his own ruin — and concludes that happiness lies not in riches but in frugal and beneficent use of goods.
Eccl	5	1	Ne temere quid loquaris neque cor tuum sit velox	Lapide comments on restraining speech before God: since God is in heaven and you on earth, let your words be few. Rash, verbose prayer is condemned because it proceeds from a wandering mind rather than from the heart. He cites the Chaldee ("do not be hasty to bring forth a word of falsehood before God") and Jerome, and argues that prayer should be brief, fervent, and reverent, not a flood of distracted words.
Eccl	5	2	Multas curas sequuntur somnia	Lapide explains that just as excessive worldly cares breed troubled dreams, so excessive words breed folly. He connects dreams to the preceding verse: the man whose mind is distracted by many anxieties during the day will dream confused dreams at night, and similarly, he who multiplies words will inevitably fall into foolish speech. Jerome and Olympiodorus concur that wordiness in prayer produces vanity.
Eccl	5	3	Si quid vovisti Deo ne moreris reddere	Lapide teaches that a vow once made must be promptly fulfilled, for God is displeased by a faithless and foolish promise. He defines a vow as a deliberate promise to God of a greater good, obligating under sin, and discusses the conditions for a valid vow (deliberation, possibility, moral goodness of the thing vowed). He cites Deuteronomy 23:21-22 and various Fathers on the gravity of breaking vows.
Eccl	5	4	Multoque melius est non vovere quam post votum promissa non reddere	Lapide expounds that it is far better never to vow than to vow and not fulfill: the non-vower commits no sin, but the vow-breaker sins gravely, adding sacrilege (breach of faith to God) to whatever the matter of the vow may be. He distinguishes this from the question whether vowing itself is meritorious (it is, when done prudently), and cites Augustine, Jerome, and Thomas Aquinas on the merit and peril of vows.
Eccl	5	5	Ne dederis os tuum ut peccare facias carnem tuam	Lapide interprets "do not let your mouth cause your flesh to sin" as a warning against rash vows that one cannot or will not keep, thereby incurring sin upon oneself. "Before the angel" he explains variously as the guardian angel, the priest (messenger of God), or God Himself, before whom one must not say "it was an error" (i.e., I did not mean my vow). God's wrath at such faithlessness may destroy all the works of one's hands.
Eccl	5	6	Ubi multa sunt somnia plurimae sunt vanitates	Lapide sums up the section on vows and prayer: where there are many dreams and many words, there is much vanity — but you, fear God. Dreams, vain fantasies, and verbose speeches are all unreliable; the one solid foundation is the fear of God. He reads this as the conclusion of the preceding admonitions: avoid rash speech, rash vows, and reliance on dreams; instead, cultivate reverent fear of the Lord.
Eccl	5	7	Si videris calumnias egenorum et violenta judicia	Lapide explains Solomon's counsel not to marvel when you see the oppression of the poor and the perversion of justice in a province, because above every high official stands a higher one, and above them all stands God. He takes this as teaching divine providence: injustice is permitted temporarily, but God watches over all and will judge the judges. The Chaldee reads it as a chain of heavenly watchers; Jerome sees ascending grades of angelic and divine oversight.
Eccl	5	8	Et insuper universae terrae rex imperat servienti	Lapide discusses the king who commands the whole cultivated land. Some read this of an earthly king who profits from agriculture (the Vulgate's "servienti" meaning land under tillage); others, more probably, read it of God the supreme King who rules all the earth and its servants. Lapide favors the theological reading: God is the universal sovereign above all lesser rulers, ensuring ultimate justice despite apparent injustices in provinces.
Eccl	5	9	Avarus non implebitur pecunia	Lapide extensively treats the insatiability of avarice: the lover of money is never satisfied with money, nor he who loves abundance with its fruits. He gives the a priori reason (the human soul is immense, and cupidity exceeds the whole world's gold) and compares the miser to a dropsical man who thirsts more the more he drinks. He cites Bernard at length on how money can no more fill a spiritual soul than inflated air can satisfy a starving man.
Eccl	5	10	Ubi multae sunt opes multi et qui comedunt eas	Lapide explains the vanity that where wealth increases, so do its consumers — servants, parasites, relatives, tax collectors, and thieves — so that the rich owner gains nothing except to behold his riches with his eyes. The more one possesses, the more dependents and expenses multiply, leaving the owner no better off than before. Hugo Cardinal lists eight reasons why the miser is never sated, including that wealth has no proportion to the soul's infinite capacity.
Eccl	5	11	Dulcis est somnus operanti	Lapide contrasts the sweet sleep of the laborer (whether he eats little or much) with the restless insomnia of the rich man whose satiety prevents sleep. The worker's moderate life produces health, cheerfulness, and sound sleep, while the wealthy man's anxious cares — like a swarm of wasps or gnats — sting him ceaselessly through the night. He cites Basil on the blessings of sleep, and Bernard on the four tormenting vices (inhumanity, contempt of God, forgetfulness of death, tenacity) that yoke the chariot of avarice.
Eccl	5	12	Est et alia infirmitas pessima: divitiae conservatae in malum domini sui	Lapide identifies a sixth vanity of riches: wealth hoarded to the owner's own harm. He explains "malum" as both moral evil (riches occasion pride, gluttony, lust, and all crimes) and punishment (the rich are harassed by lawsuits, robbed, and even murdered for their wealth, as Naboth was slain by Ahab). Ambrose, Chrysostom, and Salvian elaborate how riches stored up become instruments of eternal damnation when not used for good.
Eccl	5	13	Pereunt enim in afflictione pessima: generavit filium qui in summa egestate erit	Lapide explains that the miser's hoarded wealth perishes in a grievous calamity (by theft, shipwreck, fraud, or lawsuit), and his son is left in utter destitution. This seventh vanity of riches afflicts the parent doubly: he suffers not only his own ruin but his child's poverty. Lapide illustrates from English Catholics who, to preserve their faith, lost their estates, leaving their children begging — a harder trial than personal suffering.
Eccl	5	14	Sicut egressus est nudus de utero matris suae sic revertetur	Lapide comments that as a man is born naked, so he returns naked to the earth, taking nothing of his labor with him. He cites Job 1:21, 1 Timothy 6:7, and Psalm 48:18, and draws the moral that all worldly goods are merely lent for the duration of life, like a servant's livery returned when he leaves his master's house. The Chaldee adds that the miser departs naked of good merits, having neglected charity through avarice.
Eccl	5	15	Miserabilis prorsus infirmitas: quomodo venit sic revertetur	Lapide calls this the epitome of human misery: just as one came, so one returns, and what profit has he who labored for the wind? He explains "wind" as signifying the fugacity, contrariety, and impetuous vanity of earthly kingdoms and riches (Zechariah 6). The miser is like a laborer expelled naked and sick from his field after years of toil, or a servant dismissed without wages — such is the miser's condition at death.
Eccl	5	16	Cunctis diebus vitae suae comedit in tenebris	Lapide describes the miser's wretched daily existence: he eats in darkness, amid many cares, anger, sickness, and sorrow. He gives five reasons for the "darkness": the miser eats alone to avoid hosting others; he is too busy by day to eat except hastily at night; he avoids eating twice daily from stinginess; he keeps only a dim lamp to save oil; and the darkness symbolizes his squalid, gloomy, and melancholy life. Christ rightly calls riches "thorns" (Matthew 13:22) because they inflict sharp pains of anxiety on body and soul alike.
Eccl	5	17	Hoc itaque visum est mihi bonum ut comedat quis et bibat	Lapide presents Solomon's repeated conclusion: the best course is to eat, drink, and enjoy the fruit of one's labor during the numbered days God has given, for this is one's portion. He has explained this same conclusion at chapters 2 and 3. It is the practical inference drawn from the vanity of avarice: better to use one's goods moderately and honestly than to hoard them for an uncertain heir. The Chaldee expands this to include almsgiving and keeping the law.
Eccl	5	18	Et omni homini cui dedit Deus divitias	Lapide teaches that when God grants someone riches, substance, and the power to enjoy them, this enjoyment itself is God's gift. The Hebrew "hishlito" means God has made him master over his wealth, giving him dominion over his cupidity so that he rules his riches rather than being ruled by them. Seneca confirms: misers are not said to possess riches but to be possessed by them. The liberal man is the true owner; the miser is a slave.
Eccl	5	19	Non enim satis recordabitur dierum vitae suae	Lapide explains that the man whom God blesses with a liberal heart does not brood anxiously over the days of his life, because God fills his heart with joy. He gives five interpretations: (1) the brevity of life does not trouble him; (2) he does not dwell on past sufferings; (3) unlike the miser who dreads the future, the liberal man hopes joyfully; (4) he counts more happy days than sad; (5) the good use of riches is pleasing to God, who responds to the labor of the generous man with proportionate — even superabundant — joy, creating a harmonious music of sorrow and gladness.
Eccl	6	0	Pergit ostendere vanitatem et aerumnas avari	Synopsis of chapter 6: Lapide notes Solomon continues exposing the vanity and miseries of the miser who, though abounding in goods, avariciously defrauds his own enjoyment and often leaves his hard-won wealth to a stranger. Hence the condition of an abortive (stillborn child) is declared preferable to his, and further arguments of his vanity and unhappiness are adduced. Because this material continues the preceding chapters, Lapide says he will be brief.
Eccl	6	1	Est et aliud malum quod vidi sub sole et quidem frequens apud homines	Lapide introduces another evil frequent among men: a new species of avarice's vanity, distinct from ch. 5:12 (where riches destroy the owner). Here the miser possesses abundant wealth yet dares not use it, so that a stranger devours it. This evil is "super homines" — it dominates and cruelly torments its victims, like a scab that a man scratches and thereby worsens. Jews are particularly prone to this vice, as Jerome observes on Isaiah 2:7.
Eccl	6	2	Vir cui dedit Deus divitias et substantiam et honorem	Lapide expounds the full portrait of the miser: God gives him riches, substance, and honor; his soul lacks nothing it desires, yet God does not grant him the power to enjoy these goods, and a stranger devours them. He explains "honor" as the natural accompaniment of wealth, and "substance" (following Cajetan) as abundance. The miser's inability to enjoy his goods is either God's permissive will (allowing the sin of avarice) or positive punishment (stripping him through sickness, calamity, or fraud).
Eccl	6	3	Si genuerit quispiam centum liberos et vixerit multos annos	Lapide argues that even if a man begets a hundred children and lives many years, if he does not enjoy his goods and lacks proper burial, an abortive (stillborn) is better off than he. Children, which nature gives for joy, only increase the miser's torment through expenses and anxieties over inheritance. Lack of burial — the ultimate dishonor among all nations — befalls the miser because his avarice makes him universally despised, or because he dies abroad among strangers, unknown and unmourned.
Eccl	6	4	Frustra enim venit et pergit ad tenebras	Lapide explains that the abortive comes in vain and departs into darkness, its very name covered by oblivion. Literally this describes the stillborn who never sees light and receives no name (since Hebrews named children on the eighth day at circumcision). By comparison, the miser likewise comes in vain, never enjoying life's light and pleasures, and his name is quickly forgotten because he was hateful to all and proceeds to the darkness of Gehenna, the land of oblivion (Psalm 87:6).
Eccl	6	5	Non vidit solem neque cognovit distantiam boni et mali	Lapide comments that the abortive never saw the sun nor knew the difference between good and evil. Literally, the stillborn emerged dead or half-dead, perceiving nothing. Applied to the miser, he too lives as though blind to the sun's joy, dwelling in squalid darkness, and — most gravely — he fails to discern the preeminence of true virtue over vice, or the magnitude of eternal felicity versus the horror of Gehenna. This is the common and gravest error of mankind: valuing a moment of time above all eternity.
Eccl	6	6	Etiamsi duobus millibus annis vixerit et non fuerit perfruitus bonis	Lapide argues that even if the miser lived two thousand years (an impossibility — Methuselah reached only 969), if he never enjoyed his goods, all proceed to the same place. In life the miser is no happier than the abortive, because though he lives longer, his days are filled with cares, anguish, and grief. In death he suffers greater anguish than the stillborn, for he must abandon his beloved riches; and both go to the same end — but the abortive to Limbo (without the pain of sense), the miser to the fires of Gehenna.
Eccl	6	7	Omnis labor hominis in ore eius sed anima eius non implebitur	Lapide offers three readings: (1) concerning speech — all human effort is in controlling the mouth; (2) concerning food — men toil to fill their mouths, yet the soul (appetite, cupidity) is never satisfied, since gluttony and avarice are insatiable; (3) most genuinely, concerning the miser specifically — he labors endlessly to feed his mouth and belly, yet his greedy soul can never be filled, making his toil utterly vain, like trying to fill the ocean basin with a single drop.
Eccl	6	8	Quid habet amplius sapiens a stulto	Lapide reads this as an antithesis of the wise poor man and the foolish rich miser. In the necessities of eating and bodily sustenance, the sage has no advantage over the fool; but the poor man excels in this: he "goes toward life" — natural life (content and healthy with little), spiritual life (rich in grace and virtue), and eternal life (glory in heaven) — while the rich fool goes toward threefold death: of the body, of the soul through sin, and of eternal damnation in Gehenna, like the rich man and Lazarus (Luke 16).
Eccl	6	9	Melius est videre quod cupias quam desiderare quod nescias	Lapide offers five interpretations keyed to five senses of "videre" (to see): (1) better to contemplate present riches than to live hand-to-mouth in hope; (2) better to use reason's foresight than to follow blind desire; (3) better to set a fixed limit to one's needs and be content than to let cupidity wander without bound; (4) better to know by experience what suits you than to chase the unknown; (5) most genuinely, better to use and enjoy present modest goods than to burn with insatiable desire for absent, uncertain ones whose benefit you will never taste. The miser forgoes the certain for the uncertain — this is vanity and presumption of spirit.
Eccl	6	10	Qui futurus est iam vocatum est nomen eius	Lapide explains that whatever is to be has already been named and foreknown by God, and man cannot contend in judgment with One stronger than himself. He gives five readings: (1) all created things were decreed by God from eternity; (2) against the ambitious who boast of nobility and power, since many greater men preceded them; (3) against the curious who arrogate foreknowledge of the future like astrologers; (4) against murmurers at divine providence who complain of their lot; (5) most fittingly, against misers who presume to secure their posterity and fortune by their own efforts, forgetting that man is "Adam" — dust, mortal, fragile, and entirely subject to God's sovereign disposition.
Eccl	6	11	Verba sunt plurima multamque in disputando habentia vanitatem	Lapide concludes chapter 6: many words multiply vanity. He applies this especially to misers who endlessly discuss schemes for acquiring, preserving, and perpetuating their wealth, and who consult augurs, astrologers, and diviners about the future — all of which are vain words. Jerome mystically applies the verse to Christ: since all things are foreknown and written in Scripture, let man put silence on his mouth and believe that the One who was foretold has come, as and when and in what manner was written, seeking nothing beyond what Scripture has revealed. The Hebrews note this verse marks the exact midpoint of the book of Ecclesiastes.
Eccl	7	0	Synopsis Capitis VII	Lapide summarizes Chapter 7 as teaching that from the brevity and vanity of life, one should attend to wisdom rather than vanity. The chapter contains various moral dogmata: the good name surpasses ointments, the house of mourning surpasses the house of feasting, patience surpasses anger, and wisdom with riches provides protection. It also warns against the snares of women and laments the rarity of virtue.
Eccl	7	1	Quid necesse est homini majora se quaerere	Lapide treats the end of chapter 6 as connecting to chapter 7, asking why man should seek things greater than himself. He gives four reasons why man should not seek greater things: because he is mortal, because he cannot know the future, because all is vanity, and because contentment with one's lot is the path to peace. He cites Solomon's counsel to moderate desires and attend to what is within one's reach.
Eccl	7	2	Melius est nomen bonum quam unguenta pretiosa, et dies mortis die nativitatis	Lapide extensively compares a good name to precious ointments, giving four reasons why a good name excels: it spreads further, lasts longer, is more useful, and is more precious. He explains that the day of death surpasses the day of birth because at death the just receive their eternal reward, their labors cease, and their merits are sealed. He draws on St. Jerome, St. Chrysostom, and St. Bernard to show that a good reputation built on virtue is the truest ointment.
Eccl	7	3	Melius est ire ad domum luctus quam ad domum convivii	Lapide explains that the house of mourning is preferable to the house of feasting because contemplating death and sorrow corrects the soul, teaches humility, and reminds one of life's end. Feasting by contrast breeds complacency, luxury, and forgetfulness of God. He cites the Church Fathers extensively, noting that funerals produce compunction and conversion of heart, whereas banquets inflame concupiscence.
Eccl	7	4	Melior est ira risu	Lapide interprets this as meaning that sorrow and righteous indignation, which correct moral faults, are more beneficial than laughter and frivolity, which breed negligence. He explains that by "anger" Solomon means serious gravity and displeasure at sin, not wrathful passion. The sorrow of penance purifies the soul, while laughter leads to dissolution. He cites St. Gregory and St. Basil on the medicinal value of godly sorrow.
Eccl	7	5	Cor sapientium ubi tristitia est, et cor stultorum ubi laetitia	Lapide teaches that the wise person's heart dwells where sadness is -- in meditation on death, sin, and the vanity of the world -- while the fool's heart is always seeking pleasure and diversion. He draws parallels to Ecclesiasticus and the Beatitudes, showing that blessed mourning leads to eternal consolation. The wise use sorrow as a spur to virtue; the foolish flee from it to their detriment.
Eccl	7	6	Melius est a sapiente corripi quam stultorum adulatione decipi	Lapide explains that the rebuke of a wise man is more salutary than the flattery of fools. He expounds on the dangers of flattery using seven comparisons and citations from Proverbs, warning that flatterers are like thorns -- they crackle loudly but produce no heat and quickly burn out. True friends correct faults; false friends conceal them to one's ruin. He cites St. Augustine and St. Bernard on the duty of fraternal correction.
Eccl	7	7	Sicut sonitus spinarum ardentium sub olla, sic risus stulti	Lapide elaborates the simile of thorns crackling under a pot: like thorns that make great noise but give little lasting heat, so the laughter and flattery of fools is loud but empty and transient. He provides multiple patristic citations showing that the mirth of the wicked is like a brief fire that quickly dies and leaves only ashes -- a vivid image of the vanity of worldly pleasure and empty praise.
Eccl	7	8	Calumnia conturbat sapientem, et perdet robur cordis illius	Lapide teaches that calumny disturbs even the wise man and can destroy the strength of his heart, meaning his moral resolve and equanimity. He discusses multiple remedies against calumny drawn from Scripture and the Fathers: patience, prayer, recourse to God, innocence of life, and contempt of human opinion. He notes that gifts (munera) offered to corrupt judgment likewise destroy the heart's integrity, citing St. Jerome and Olympiodorus.
Eccl	7	9	Melior est finis orationis quam principium	Lapide gives five senses of this proverb. First, the end of a speech or prayer is better than its beginning because completion shows perseverance. Second, the conclusion of a matter reveals its true worth. Third, the end of life (death of the just) surpasses its beginning (birth into a vale of tears). Fourth, the patient fulfillment of a vow exceeds the initial fervor. Fifth, he who finishes well is better than he who merely begins well, citing the proverb that perseverance alone crowns the work.
Eccl	7	9	Melior est patiens arrogante	Lapide expounds patience as superior to arrogance, explaining that the patient man conquers by endurance what the arrogant cannot seize by force. He cites numerous examples from Scripture and the Fathers showing that patience wins God's favor, while pride provokes His wrath. The patient man imitates Christ; the arrogant man imitates the devil. He draws on St. Chrysostom's homilies and St. Gregory's Moralia.
Eccl	7	10	Ne sis velox ad irascendum, quia ira in sinu stulti requiescit	Lapide warns against hasty anger, giving multiple reasons why one should delay wrath: anger clouds judgment, destroys friendships, harms the body, offends God, and resides permanently in the bosom of fools. He cites Seneca, St. James, and the Desert Fathers on anger management, teaching that the wise man governs his passions through reason and prayer, while the fool lets anger take root in his heart.
Eccl	7	11	Ne dicas quod priora tempora fuerunt meliora	Lapide explains that it is foolish to idealize the past, because every age has its own vices and virtues. This complaint arises from ignorance of history, from discontent with the present, or from old age's natural nostalgia. He teaches that God's providence governs all times equally, and the wise man attends to improving the present rather than lamenting a supposedly golden past. He cites St. Augustine and St. Jerome.
Eccl	7	12	Utilior est sapientia cum divitiis	Lapide teaches that wisdom combined with riches is most useful because wisdom directs the proper use of wealth toward charity, justice, and the common good. Wisdom without wealth lacks the instrument of beneficence; wealth without wisdom becomes an occasion of sin. He explains the metaphor of shade (protectio) -- as wisdom shelters the soul, so money shelters the body, but wisdom excels because it gives life to its possessor.
Eccl	7	13	Considera opera Dei, quod nemo possit corrigere quem ille despexerit	Lapide counsels contemplation of God's works and providence, teaching that no one can straighten what God has made crooked. This refers to God's inscrutable judgments in distributing prosperity and adversity. He urges submission to divine will rather than murmuring against providence, citing Job and the Psalms. The wise man accepts both good and evil days as coming from God's hand.
Eccl	7	14	In die bona fruere bonis, et malam diem praecave	Lapide explains that in good days one should enjoy God's blessings with gratitude, and in evil days one should reflect and prepare for judgment. God has made both prosperity and adversity so that man cannot find fault with His governance. He cites Thaumaturgus and St. Jerome, teaching that the alternation of fortune serves to keep man humble and dependent on God.
Eccl	7	15	Justus perit in justitia sua, et impius multo vivit tempore in malitia sua	Lapide addresses the perennial problem of the just perishing despite their righteousness while the wicked prosper in their wickedness. He explains this is not injustice but providence: God tests the just to increase their merit and allows the wicked time for repentance. He cites St. Augustine, St. Gregory, and Boethius, arguing that the apparent inequity of fortune is resolved in the eternal judgment.
Eccl	7	17	Noli esse justus multum, neque plus sapias quam necesse est	Lapide explains that excessive self-righteousness (being "too just") means pharisaical rigorism, scrupulosity, or judging others harshly -- not that genuine virtue can be excessive. Similarly, being "overly wise" means trusting one's own wisdom presumptuously. He warns against both extremes: hypocritical severity and reckless impiety. The golden mean is true piety guided by prudence, humility, and the fear of God. He cites St. Jerome and St. Gregory.
Eccl	7	19	Sapientia confortavit sapientem super decem principes civitatis	Lapide teaches that wisdom strengthens a wise man more than ten rulers (princes, magistrates, or military commanders) can strengthen a city. Wisdom provides counsel, foresight, and divine aid that surpass mere political or military power. He gives historical examples showing that one wise counselor has often saved what many powerful men could not, citing instances from Roman and biblical history.
Eccl	7	20	Non est homo justus in terra qui faciat bonum et non peccet	Lapide discusses universal human sinfulness, affirming that no person on earth does good without ever sinning -- with the sole exceptions of Christ and the Blessed Virgin Mary, who were preserved from all sin. He engages the theological debate about whether this applies to venial sins only or also mortal sins, citing the Council of Trent, St. Augustine, and St. Jerome. This verse humbles all and drives everyone to seek God's mercy.
Eccl	7	22	Sed et cunctis sermonibus ne accommodes cor tuum	Lapide advises not to take to heart every word spoken, especially malicious gossip and slander, because one's own conscience knows that one has likewise cursed others. He teaches charitable interpretation of others' words and warns against excessive sensitivity to criticism. The wise man guards his inner peace by not attending to every careless remark, remembering his own failings.
Eccl	7	24	Cuncta tentavi in sapientia; dixi sapiens efficiar, et ipsa longius recessit a me	Lapide describes Solomon's pursuit of wisdom and his discovery that the deeper he searched, the more wisdom receded from him. This expresses the profundity and inexhaustibility of divine wisdom, which surpasses all human comprehension. He cites St. Paul on the depth of God's wisdom and St. Augustine on the limits of human understanding, concluding that true wisdom begins with acknowledging one's ignorance.
Eccl	7	26	Inveni amariorem morte mulierem, quae laqueus venatorum est	Lapide explains Solomon's warning that a wicked woman is more bitter than death, being a hunter's snare whose heart is a net and whose hands are chains. He gives five comparisons showing how the seductive woman ensnares men: her beauty is a lure, her words are poison, her embraces are chains, her house leads to hell, and her end is destruction. He distinguishes this from virtuous women, citing Proverbs 31, and notes Solomon speaks from personal experience.
Eccl	7	29	Solummodo hoc inveni, quod fecerit Deus hominem rectum	Lapide interprets this Christologically and in terms of original justice: God made man upright (rectum), but through the fall, humanity became entangled in infinite perplexities (quaestionibus). Adam's original righteousness was lost through sin, and since then mankind has devised countless errors and vices. He cites St. Augustine on original sin and notes the contrast between God's simple creative goodness and humanity's self-inflicted corruption.
Eccl	8	0	Synopsis Capitis VIII	Lapide summarizes Chapter 8 as treating obedience to the king as a figure of obedience to God, the power of royal authority, the importance of discerning the proper time for action, the certainty of death which no power can avert, the vanity of the wicked who are praised in life but damned after death, and the patience of God who delays punishment to invite repentance.
Eccl	8	1	Sapientia hominis lucet in vultu ejus, et potentissimus faciem illius commutabit	Lapide teaches that wisdom shines visibly in a person's countenance, giving it serenity, gravity, and an attractive radiance. The "most mighty" who changes the face is God, who transforms the wise man's appearance through grace. He cites Moses whose face shone after speaking with God, and Stephen whose face appeared like an angel's. He also discusses the natural effect of wisdom on the human visage, citing philosophical and patristic authorities.
Eccl	8	2	Ego os regis observo, et praecepta juramenti Dei	Lapide explains that observing the king's command is linked to the oath of God -- obedience to legitimate authority is a sacred duty rooted in one's covenant with God. He discusses the bond between civil obedience and divine commandment, teaching that subjects owe loyalty to their king as to God's representative, while kings in turn must govern justly. He cites Chaldean, Syriac, and Greek versions to illuminate the connection between royal and divine authority.
Eccl	8	3	Ne festines recedere a facie ejus, neque permaneas in opere malo	Lapide warns against hastily departing from the king's presence in rebellion, and against persisting in evil deeds. He explains that the king, as God's minister, has full authority, and subjects should not rashly oppose him. At the same time, one must not persist in sin merely because the king commands it -- divine law supersedes human authority. He cites St. Jerome, Thaumaturgus, and Olympiodorus on the proper balance of obedience and conscience.
Eccl	8	5	Qui custodit praeceptum non experietur quidquam mali; tempus et responsionem cor sapientis intelligit	Lapide teaches that the obedient person will experience no evil, because keeping God's commandments is the surest protection. The wise heart understands the proper time and manner of response -- discerning when to speak, when to act, and when to wait. He draws on multiple versions to show that wisdom consists in knowing the kairos (right moment) for every matter, a theme central to Ecclesiastes.
Eccl	8	6	Omni negotio tempus est et opportunitas, et multa hominis afflictio	Lapide expounds that there is a time and a fitting occasion for every matter, yet man's great affliction is his ignorance of these times. Human misery consists largely in not knowing the future -- when death will come, what events will unfold, how affairs will resolve. He connects this to chapter 3's catalogue of times, teaching that only God controls the seasons of human life, and man must trust in divine providence while acting prudently.
Eccl	8	8	Non est in hominis potestate prohibere spiritum, nec habet potestatem in die mortis	Lapide gives five interpretations of "spirit" here: the breath of life, the soul, the wind, an angel, or the spirit of wrath. The main teaching is that no human power -- no king, no warrior, no magician -- can prevent death or send a substitute to die in one's place. He vividly describes the agony of death as a battle with demons, citing St. Chrysostom, St. Ephrem, and St. Gregory, and emphasizes that death is an invincible monarch before whom all human power is vain.
Eccl	8	9	Omnia haec consideravi, et dedi cor meum in cunctis operibus; interdum dominatur homo homini in malum suum	Lapide observes that tyrannical dominion -- when man rules over man to his own harm -- is among the great vanities of the world. Tyrants who oppress their subjects ultimately bring destruction upon themselves, as happened to Pharaoh, Sennacherib, Antiochus, Herod, and Holofernes. He teaches that oppressive rule rebounds against the oppressor, and that this pattern demonstrates God's justice even when it appears delayed.
Eccl	8	10	Vidi impios sepultos, qui etiam cum adhuc viverent in loco sancto erant, et laudabantur in civitate quasi justorum operum	Lapide expounds the vanity of hypocritical rulers who were honored as saints in life and given magnificent funerals, yet whose souls burn in hell. He applies this especially to ecclesiastical prelates -- bishops and abbots -- who enjoy the appearance of holiness through their sacred office but live wickedly. Time eventually unmasks their hypocrisy. He cites St. Jerome and tells the story of St. Martin discovering that a man venerated as a martyr was actually an executed criminal.
Eccl	8	11	Etenim quia non profertur cito contra malos sententia, absque timore ullo filii hominum perpetrant mala	Lapide extensively treats God's patience in delaying punishment and how the wicked abuse this divine forbearance to sin more boldly. He cites St. Leo, Tertullian, St. Ambrose, and St. Augustine warning against presuming on God's mercy. He draws on Plato, Aristotle, Cicero, and Plutarch to show that impunity breeds worse crimes, and that magistrates who fail to punish offenders destroy the republic. God's delay is meant to invite repentance, not license further sin.
Eccl	8	12	Attamen peccator ex eo quod centies facit malum, et per patientiam sustentatur, ego cognovi quod erit bonum timentibus Deum	Lapide teaches that despite the sinner committing evil a hundred times and being sustained by God's patience, the wise man recognizes that things will ultimately go well for those who fear God. He gives two main interpretations: first, that God's kindness toward sinners should encourage the pious to expect even greater divine generosity; second, that God chastises the just lightly in this life to spare them in the next, while allowing the wicked apparent prosperity as prelude to eternal punishment.
Eccl	8	13	Non sit bonum impio, nec prolongentur dies ejus, qui non timet faciem Domini	Lapide explains this verse as both a prediction and an imprecation: the wicked who do not fear the Lord will not ultimately prosper, and their days will pass like a shadow. He discusses whether this is a curse or a prophecy, concluding with St. Jerome that it is primarily prophetic. He explains that depriving the impious of temporal goods can be salutary if it leads to repentance, and that true prophets and apostles may legitimately pray against the prosperity of the obstinately wicked.
Eccl	8	14	Est et alia vanitas quae fit super terram: sunt justi quibus mala proveniunt quasi opera egerint impiorum	Lapide addresses the vanity that the just sometimes suffer as if they were wicked, while the wicked enjoy security as if they were righteous. He gives seven explanations of why this is called "vanity": it is difficult to understand (Symmachus), it is a dangerous error that leads the ignorant to impiety (Thaumaturgus), it is partly unfortunate (Hugo), it is vexing (Campensis), it is irrational (Lyra), it reflects the inconstancy of human affairs (Jerome), and it is an iniquitous distribution that offends natural justice. He resolves the difficulty through the doctrine of eternal rewards and punishments.
Eccl	8	15	Laudavi igitur laetitiam, quod non esset bonum homini sub sole nisi quod comederet et biberet atque gauderet	Lapide clarifies that Solomon commends not Epicurean indulgence but moderate, honest, and grateful enjoyment of God's gifts. He cites the Chaldean paraphrase which specifies eating, drinking, and rejoicing from one's own honest labor without violence or rapine, and looking forward to the world to come. The true meaning is that frugal, temperate enjoyment of life's blessings, accompanied by good works and fear of God, is the wisest course in a world of vanity.
Eccl	8	16	Et apposui cor meum ut scirem sapientiam, et intellegerem distentionem quae versatur in terra	Lapide explains Solomon's renewed investigation into wisdom and the "distension" (anxiety, occupation, restless striving) that pervades earthly life. Men are so consumed by their pursuits -- wealth, building, honor, vain sciences -- that they cannot sleep day or night. He recounts Demosthenes burning more oil in nocturnal study than wine by day, and Aristotle holding a brass ball while sleeping to wake himself for study. He describes the monastery of the Acoemetae (sleepless monks) who maintained perpetual psalmody in rotating shifts.
Eccl	8	17	Et intellexi quod omnium operum Dei nullam possit homo invenire rationem	Lapide concludes Chapter 8 with the teaching that no matter how much man labors to understand God's works, he cannot fully comprehend them -- and the more he strives, the less he finds. Even the wisest who claim to know cannot truly discover the reason behind God's providence. He illustrates this with the analogy of squaring the circle: Archimedes found a practical method, but the mathematical demonstration of why it works eluded all geometers for centuries. So too God's ways exceed human reason.
